Case_Number,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Street_Code,Street_Name,Postal_Code,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Hour_of_Day,Shift_Description,Pedestrian_Cause_Description,Vehicle_Type_Description,Vehicle_Model_Description,Vehicle_Brand_Description,Vehicle_Color_Description,License_Description,License_Age,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude,datetime
2023S006227    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0403 0403,Saturday,2023,10,October,21,23,Night,No és causa del  vianant,Moped,LIBERTY 50 4T DEL,PIAGGIO,Red,AM,22,429165.19,4581164.97,2.15177921,41.37704106,2023-10-21 23:00:00
2023S004135    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0407 0409,Saturday,2023,7,July,8,12,Morning,No és causa del  vianant,Bicycle, ,TREK,Green,B,7,429165.19,4581164.97,2.15177921,41.37704106,2023-07-08 12:00:00
2023S000251    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0407 0409,Friday,2023,1,January,13,20,Afternoon,No és causa del  vianant,Taxi,CADDY,VOLKSWAGEN,Black/Yellow,B,30,429167.08,4581201.32,2.151797559,41.377368619,2023-01-13 20:00:00
2023S003162    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0407 0409,Friday,2023,5,May,26,18,Afternoon,No és causa del  vianant,Motorcycle,S02,SILENCE,Black,B,18,429167.08,4581201.32,2.151797559,41.377368619,2023-05-26 18:00:00
2023S002168    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0413 0413,Sunday,2023,4,April,16,11,Morning,No és causa del  vianant,Moped,LIBERTY 50 4T DELIVERY,PIAGGIO,Black,B,0,429196.86,4581230.59,2.152150234,41.377634866,2023-04-16 11:00:00
2023S002049    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0415 0415,Tuesday,2023,4,April,11,16,Afternoon,No és causa del  vianant,Car,GC4PHDI110 MILL,CITROEN,White,B,19,429268.61,4581221.78,2.153009222,41.377561831,2023-04-11 16:00:00
2023S001312    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0421 0421,Monday,2023,3,March,6,10,Morning,No és causa del  vianant,Car,ABARTH 500,FIAT,Black,B,10,429223.68,4581256.55,2.152467904,41.37787104,2023-03-06 10:00:00
2023S001429    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0421 0421,Saturday,2023,3,March,11,13,Morning,No és causa del  vianant,Motorcycle,NSS125AD,HONDA,Black,B,5,429223.68,4581256.55,2.152467904,41.37787104,2023-03-11 13:00:00
2023S004989    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0421 0421,Sunday,2023,8,August,20,17,Afternoon,No és causa del  vianant,Van, ,ZAGO AUTOMOTIVE,Others,B,33,429223.68,4581256.55,2.152467904,41.37787104,2023-08-20 17:00:00
2023S003570    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0423 0425,Thursday,2023,6,June,15,21,Afternoon,Disobeying the traffic light signal,Moped,NSC50,HONDA,Unknown,B,3,429260.06,4581256.4,2.152902942,41.37787289,2023-06-15 21:00:00
2023S001916    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0443 0443,Monday,2023,4,April,3,17,Afternoon,No és causa del  vianant,Motorcycle,SEAT MÓ ESCOOTER 125,SILENCE,Gray,B,14,429355.61,4581351.42,2.154034414,41.378737103,2023-04-03 17:00:00
2023S004389    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0445 0445,Thursday,2023,7,July,20,12,Morning,No és causa del  vianant,Motorcycle,SH125D,HONDA,Unknown,B,36,429355.61,4581351.42,2.154034414,41.378737103,2023-07-20 12:00:00
2023S006495    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0491 0491,Thursday,2023,11,November,2,23,Night,No és causa del  vianant,Bus,7900,VOLVO,Yellow,D,14,429554.17,4581580.3,2.15638214,41.38081597,2023-11-02 23:00:00
2023S003952    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0501 0501,Friday,2023,6,June,30,13,Morning,No és causa del  vianant,Motorcycle,PEOPLE S 125,KYMCO,Gray,B,4,429641.98,4581631.12,2.157426287,41.381281377,2023-06-30 13:00:00
2023S002079    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0515 0515,Wednesday,2023,4,April,12,16,Afternoon,No és causa del  vianant,Motorcycle,LIBERTY 125,PIAGGIO,Black,B,6,429710.45,4581660.9,2.158241616,41.381555584,2023-04-12 16:00:00
2023S003069    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0521 0521,Wednesday,2023,5,May,24,12,Morning,No és causa del  vianant,Van,MULTIVAN,VOLKSWAGEN,Blue,B,26,429737.74,4581724.85,2.15856054,41.382133946,2023-05-24 12:00:00
2023S004818    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0521 0521,Wednesday,2023,8,August,9,15,Afternoon,No és causa del  vianant,Motorcycle,ROMMI 125,SUMCO,Black,B,19,429696.6,4581720.19,2.15806911,41.382088379,2023-08-09 15:00:00
2023S006781    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0521 0521,Wednesday,2023,11,November,15,16,Afternoon,No és causa del  vianant,Motorcycle,MTT690-A,YAMAHA,Black,A,6,429734.86,4581684.35,2.158530799,41.381768924,2023-11-15 16:00:00
2023S003585    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0521 0521,Friday,2023,6,June,16,15,Afternoon,No és causa del  vianant,Moped,LIBERTY,PIAGGIO,White,AM,19,429737.74,4581724.85,2.15856054,41.382133946,2023-06-16 15:00:00
2023S004601    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0521 0521,Friday,2023,7,July,28,19,Afternoon,No és causa del  vianant,Motorcycle,SH 125,HONDA,White,B,7,429737.74,4581724.85,2.15856054,41.382133946,2023-07-28 19:00:00
2023S000733    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0523 0523,Monday,2023,2,February,6,13,Morning,No és causa del  vianant,Motorcycle,CB500XA,HONDA,Black,A,4,429737.74,4581724.85,2.15856054,41.382133946,2023-02-06 13:00:00
2023S007056    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0523 0523,Monday,2023,11,November,27,12,Morning,No és causa del  vianant,Articulated bus,NEW CITY MAN A-24GNC,CARROCERA CASTROSUA SA,Unknown,D,32,429737.74,4581724.85,2.15856054,41.382133946,2023-11-27 12:00:00
2023S003050    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0523 0523,Tuesday,2023,5,May,23,12,Morning,No és causa del  vianant,Taxi,CADDY,VOLKSWAGEN,Black/Yellow,B,20,429737.74,4581724.85,2.15856054,41.382133946,2023-05-23 12:00:00
2023S002811    ,2,Eixample,9,la Nova Esquerra de l'Eixample,180208,Londres,0011 0013,Thursday,2023,5,May,11,16,Afternoon,No és causa del  vianant,Motorcycle,C 400 X,BMW,Black,A,30,428548.23,4582449.03,2.144250421,41.388551559,2023-05-11 16:00:00
2023S001764    ,2,Eixample,9,la Nova Esquerra de l'Eixample,184402,Llança,0023 0023,Monday,2023,3,March,27,17,Afternoon,No és causa del  vianant,Motorcycle,MONSTER 797,DUCATI,Black,B,26,428779.58,4581367.12,2.147144514,41.378827701,2023-03-27 17:00:00
2023S006770    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0027 0031,Wednesday,2023,11,November,15,8,Morning,No és causa del  vianant,Motorcycle,S02,SILENCE,Black,B,23,428829.24,4581803.94,2.147687009,41.382766386,2023-11-15 08:00:00
2023S002806    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0039 0039,Thursday,2023,5,May,11,15,Afternoon,No és causa del  vianant,Van,KANGOO,RENAULT,White,B,6,428879.49,4581838.15,2.148283908,41.383078949,2023-05-11 15:00:00
2023S001034    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0055 0055,Monday,2023,2,February,20,8,Morning,No és causa del  vianant,Van,TRANSIT,FORD,Red,B,18,428973.69,4581930.81,2.149399541,41.383921833,2023-02-20 08:00:00
2023S004215    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0077 0077,Tuesday,2023,7,July,11,21,Afternoon,No és causa del  vianant,Bus,LION'S CITY 12G EFFICI,MAN,Unknown,D,18,429069.9,4582025.34,2.150539021,41.384781725,2023-07-11 21:00:00
2023S006537    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0083 0085,Saturday,2023,11,November,4,18,Afternoon,No és causa del  vianant,Motorcycle,JET 14 125 LC E5,SYM,Red,B,5,429111.09,4582080.84,2.151025111,41.385285227,2023-11-04 18:00:00
2023S005673    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0097 0097,Tuesday,2023,9,September,26,17,Afternoon,No és causa del  vianant,Van,FIAT FIORINO,FIAT,White,B,24,429167.06,4582119.31,2.151689957,41.385636646,2023-09-26 17:00:00
2023S001969    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0109 0111,Thursday,2023,4,April,6,4,Night,No és causa del  vianant,Taxi,TOYOTA COROLLA,TOYOTA,Black/Yellow,B,14,429260.74,4582212.74,2.152799369,41.386486386,2023-04-06 04:00:00
2023S007130    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0109 0111,Thursday,2023,11,November,30,8,Morning,No és causa del  vianant,Car,FABIA,SKODA,Red,B,48,429260.74,4582212.74,2.152799369,41.386486386,2023-11-30 08:00:00
2023S003438    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0113 0113,Thursday,2023,6,June,8,22,Night,No és causa del  vianant,Car,IONIQ,HYUNDAI,Gray,B,7,429260.74,4582212.74,2.152799369,41.386486386,2023-06-08 22:00:00
2023S005896    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0113 0113,Thursday,2023,10,October,5,18,Afternoon,No és causa del  vianant,Motorcycle,ADV350A,HONDA,Black,A2,50,429260.74,4582212.74,2.152799369,41.386486386,2023-10-05 18:00:00
2023S003410    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0113 0113,Wednesday,2023,6,June,7,22,Night,No és causa del  vianant,Motorcycle,SEAT MÓ ESCOOTER 125,SILENCE,Gray,B,8,429260.74,4582212.74,2.152799369,41.386486386,2023-06-07 22:00:00
2023S001524    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0118 0118,Thursday,2023,3,March,16,21,Afternoon,No és causa del  vianant,Motorcycle,R 1200 GS,BMW,Yellow,A,3,429260.74,4582212.74,2.152799369,41.386486386,2023-03-16 21:00:00
2023S000267    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0118 0118,Saturday,2023,1,January,14,19,Afternoon,No és causa del  vianant,Motorcycle,AGILITY CITY 125,KYMCO,White,B,11,429260.74,4582212.74,2.152799369,41.386486386,2023-01-14 19:00:00
2023S006100    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0118 0118,Sunday,2023,10,October,15,17,Afternoon,No és causa del  vianant,Car,C-ELYSEE ECO-G,CITROEN,Black/Yellow,B,12,429260.74,4582212.74,2.152799369,41.386486386,2023-10-15 17:00:00
2023S002131    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0118 0118,Friday,2023,4,April,14,16,Afternoon,No és causa del  vianant,Car,GLC 220 D 4MATIC,MERCEDES-BENZ,Black,B,17,429260.74,4582212.74,2.152799369,41.386486386,2023-04-14 16:00:00
2023S002479    ,2,Eixample,9,la Nova Esquerra de l'Eixample,227800,Nicaragua,0001 0003,Thursday,2023,4,April,27,17,Afternoon,No és causa del  vianant,Car,EV6,KIA,Black,B,1,428500.64,4581652.19,2.143775351,41.381370475,2023-04-27 17:00:00
2023S002808    ,2,Eixample,9,la Nova Esquerra de l'Eixample,227800,Nicaragua,0001B0001B,Thursday,2023,5,May,11,16,Afternoon,No és causa del  vianant,Taxi,PRIUS,TOYOTA,Black/Yellow,B,17,428500.64,4581652.19,2.143775351,41.381370475,2023-05-11 16:00:00
2023S003954    ,2,Eixample,9,la Nova Esquerra de l'Eixample,227800,Nicaragua,0002 0002,Friday,2023,6,June,30,12,Morning,No és causa del  vianant,Bus,NL 273 F/GNC/CITTOUR,MAN,Red,D,14,428548.42,4581601.9,2.14435265,41.380921778,2023-06-30 12:00:00
2023S003953    ,2,Eixample,9,la Nova Esquerra de l'Eixample,227800,Nicaragua,0002 0002,Friday,2023,6,June,30,13,Morning,No és causa del  vianant,Motorcycle,NSC110MPD,HONDA,Black,B,43,428548.42,4581601.9,2.14435265,41.380921778,2023-06-30 13:00:00
2023S000602    ,2,Eixample,9,la Nova Esquerra de l'Eixample,227800,Nicaragua,0015 0015,Tuesday,2023,1,January,31,14,Afternoon,No és causa del  vianant,Motorcycle,SCV100,HONDA,Gray,B,27,428452.77,4581685.8,2.143198938,41.381668931,2023-01-31 14:00:00
2023S000438    ,2,Eixample,9,la Nova Esquerra de l'Eixample,227800,Nicaragua,0015 0015,Sunday,2023,1,January,22,22,Night,No és causa del  vianant,Motorcycle,LIBERTY 125,PIAGGIO,Black,B,15,428387.79,4581767.46,2.142412231,41.382398629,2023-01-22 22:00:00
2023S006014    ,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0002 0002,Tuesday,2023,10,October,10,15,Afternoon,No és causa del  vianant,Bus,LION'S CITY 12G EFFICI,MAN,Red,D,34,428409.41,4582129.0,2.142628031,41.385656815,2023-10-10 15:00:00
2023S005754    ,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0002 0002,Friday,2023,9,September,29,19,Afternoon,No és causa del  vianant,Moped,ES PRO 45,ASKOLL,White,B,12,428409.41,4582129.0,2.142628031,41.385656815,2023-09-29 19:00:00
2023S001377    ,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0040 0044,Thursday,2023,3,March,9,8,Morning,No és causa del  vianant,Motorcycle,HPS O CAFÉ RACER O CR,MONDIAL,White,B,11,428441.07,4582143.05,2.143004994,41.385786177,2023-03-09 08:00:00
2023S005723    ,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0050 0050,Thursday,2023,9,September,28,13,Morning,No és causa del  vianant,Motorcycle,X-MAX 400,YAMAHA,Black,A,31,428493.75,4582195.0,2.143628864,41.386258759,2023-09-28 13:00:00
2023S000167    ,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0061B0061B,Tuesday,2023,1,January,10,15,Afternoon,No és causa del  vianant,Motorcycle,YP125RA SP,YAMAHA,Gray,B,28,428600.61,4582312.9,2.144892918,41.387330139,2023-01-10 15:00:00
2023S000189    ,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0063 0063,Thursday,2023,1,January,12,0,Night,No és causa del  vianant,Car,A 180 D,MERCEDES-BENZ,Red,B,13,428600.61,4582312.9,2.144892918,41.387330139,2023-01-12 00:00:00
2023S007378    ,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0098 0098,Wednesday,2023,12,December,13,7,Morning,No és causa del  vianant,Rigid truck > 3.5 tons,180E,TRANSGRUAS,White,C1,10,428792.19,4582502.14,2.147161837,41.389051547,2023-12-13 07:00:00
2023S000356    ,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0113 0115,Thursday,2023,1,January,19,10,Morning,No és causa del  vianant,Motorcycle,YP125R,YAMAHA,Black,B,15,428885.89,4582593.13,2.148271772,41.389879356,2023-01-19 10:00:00
2023S007041    ,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0113 0115,Monday,2023,11,November,27,10,Morning,No és causa del  vianant,Motorcycle,CBR600RR,HONDA,White,A,14,428836.5,4582561.93,2.147684743,41.389593978,2023-11-27 10:00:00
2023S003092    ,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0113 0115,Sunday,2023,5,May,21,18,Afternoon,No és causa del  vianant,Car,NISSAN PULSAR,NISSAN,White,B,45,428885.89,4582593.13,2.148271772,41.389879356,2023-05-21 18:00:00
2023S004675    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provença,0001 0005,Tuesday,2023,8,August,1,23,Night,No és causa del  vianant,Bicycle,Unknown,Unknown,White,B,7,428451.42,4581620.35,2.143190526,41.381079326,2023-08-01 23:00:00
2023S002279    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provença,0056 0056,Thursday,2023,4,April,20,20,Afternoon,Disobeying the traffic light signal,Motorized personal mobility vehicle,Unknown,ES DESCONEIX,Black,AM,41,428690.81,4581838.58,2.14602751,41.383066112,2023-04-20 20:00:00
2023S002719    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provença,0056 0056,Sunday,2023,5,May,7,20,Afternoon,No és causa del  vianant,Motorcycle,S02,SILENCE,Unknown,A,5,428690.81,4581838.58,2.14602751,41.383066112,2023-05-07 20:00:00
2023S004270    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provença,0061 0061,Friday,2023,7,July,14,14,Afternoon,No és causa del  vianant,Motorcycle,UH 200 G,SUZUKI,White,A,41,428880.88,4582025.85,2.148278487,41.384769621,2023-07-14 14:00:00
2023S005595    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provença,0119 0123,Thursday,2023,8,August,24,19,Afternoon,No és causa del  vianant,Motorcycle,STREET TRIPLE,TRIUMPH,White,A2,2,429167.46,4582306.69,2.15167282,41.387324349,2023-08-24 19:00:00
2023S001233    ,2,Eixample,9,la Nova Esquerra de l'Eixample,285807,Rocafort,0179 0179,Thursday,2023,3,March,2,20,Afternoon,No és causa del  vianant,Motorcycle,SUPER DINK 300 ABS,KYMCO,White,B,32,428909.27,4581807.57,2.148643625,41.382806159,2023-03-02 20:00:00
2023S000300    ,2,Eixample,9,la Nova Esquerra de l'Eixample,285807,Rocafort,0179 0179,Monday,2023,1,January,16,17,Afternoon,No és causa del  vianant,Motorcycle,S02,SILENCE,Red,A1,28,428909.27,4581807.57,2.148643625,41.382806159,2023-01-16 17:00:00
2023S004324    ,2,Eixample,9,la Nova Esquerra de l'Eixample,285807,Rocafort,0179 0179,Monday,2023,7,July,17,18,Afternoon,No és causa del  vianant,Van,NUEVO BERLINGO VAN TAL,CITROEN,White,B,8,428946.01,4581794.41,2.149084526,41.382690879,2023-07-17 18:00:00
2023S004072    ,2,Eixample,9,la Nova Esquerra de l'Eixample,285807,Rocafort,0179 0179,Wednesday,2023,7,July,5,15,Afternoon,No és causa del  vianant,Moped,LIBERTY 50 2T,PIAGGIO,Unknown,AM,18,428909.27,4581807.57,2.148643625,41.382806159,2023-07-05 15:00:00
2023S000700    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0001 0003,Saturday,2023,2,February,4,19,Afternoon,Disobeying the traffic light signal,Car,DS 4 E-TENSE 225  LA P,DS,Gray,B,59,428500.94,4581613.04,2.14378356,41.381017892,2023-02-04 19:00:00
2023S006609    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0029 0029,Wednesday,2023,11,November,8,8,Morning,Disobeying the traffic light signal,Motorcycle,LIBEKRTY 125 RST,PIAGGIO,White,A2,4,428666.7,4581674.2,2.14575855,41.38158346,2023-11-08 08:00:00
2023S000193    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0030 0030,Thursday,2023,1,January,12,9,Morning,No és causa del  vianant,Car,TOYOTA YARIS HYBRID,TOYOTA,Red,B,8,428666.7,4581674.2,2.14575855,41.38158346,2023-01-12 09:00:00
2023S006162    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0030 0030,Thursday,2023,10,October,19,12,Morning,No és causa del  vianant,Taxi,CEED,KIA,Unknown,B,42,428666.7,4581674.2,2.14575855,41.38158346,2023-10-19 12:00:00
2023S000740    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0030 0030,Monday,2023,2,February,6,17,Afternoon,No és causa del  vianant,Motorcycle,"GTS 125I, JOYMAX 125I",SYM,Blue,B,27,428666.7,4581674.2,2.14575855,41.38158346,2023-02-06 17:00:00
2023S002237    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0030 0030,Wednesday,2023,4,April,19,9,Morning,No és causa del  vianant,Bus,NEW CITY M,CARROCERA CASTROSUA SA,Unknown,D,27,428668.56,4581644.66,2.145784272,41.381317568,2023-04-19 09:00:00
2023S001563    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0030 0030,Saturday,2023,3,March,18,10,Morning,No és causa del  vianant,Moped,CS 50,YAMAHA,Unknown,AM,1,428666.7,4581674.2,2.14575855,41.38158346,2023-03-18 10:00:00
2023S000436    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0030 0030,Sunday,2023,1,January,22,22,Night,No és causa del  vianant,Car,IBIZA,SEAT,White,B,2,428666.7,4581674.2,2.14575855,41.38158346,2023-01-22 22:00:00
2023S001271    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0032 0034,Saturday,2023,3,March,4,14,Afternoon,No és causa del  vianant,Rigid truck <= 3.5 tons,P360,ITT BOX SOLUTIONS,White,B,12,428728.86,4581674.84,2.146501804,41.381594736,2023-03-04 14:00:00
2023S004824    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0042 0044,Wednesday,2023,8,August,9,18,Afternoon,No és causa del  vianant,Motorcycle,TWEET,PEUGEOT,Black,B,21,428787.04,4581740.07,2.147189869,41.382187394,2023-08-09 18:00:00
2023S007491    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0066 0068,Monday,2023,12,December,18,0,Night,No és causa del  vianant,Taxi,TOYOTA PRIUS PLUS,TOYOTA,Black/Yellow,B,16,428909.27,4581807.57,2.148643625,41.382806159,2023-12-18 00:00:00
2023S000520    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0092 0092,Thursday,2023,1,January,26,17,Afternoon,No és causa del  vianant,Car,TOYOTA COROLLA,TOYOTA,Black/Yellow,B,16,429030.0,4581874.03,2.150079593,41.383415407,2023-01-26 17:00:00
2023S002619    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0092 0092,Wednesday,2023,5,May,3,21,Afternoon,No és causa del  vianant,Taxi,TOLEDO,SEAT,Black/Yellow,B,13,429030.0,4581874.03,2.150079593,41.383415407,2023-05-03 21:00:00
2023S000115    ,2,Eixample,9,la Nova Esquerra de l'Eixample,289105,Rosselló,0068 0070,Saturday,2023,1,January,7,15,Afternoon,No és causa del  vianant,Motorcycle,SYMPHONY 125 S,SYM,White,B,5,428882.97,4582216.76,2.148281059,41.386489266,2023-01-07 15:00:00
2023S002337    ,2,Eixample,9,la Nova Esquerra de l'Eixample,289105,Rosselló,0068 0070,Friday,2023,4,April,21,21,Afternoon,No és causa del  vianant,Motorcycle,AGILITY CITY 125,KYMCO,Unknown,B,4,428882.97,4582216.76,2.148281059,41.386489266,2023-04-21 21:00:00
2023S007374    ,2,Eixample,9,la Nova Esquerra de l'Eixample,289105,Rosselló,0078 0082,Tuesday,2023,12,December,12,13,Morning,No és causa del  vianant,Motorcycle,GRAND DINK,KYMCO,White,B,18,428937.98,4582256.91,2.148934224,41.386855747,2023-12-12 13:00:00
2023S007227    ,2,Eixample,9,la Nova Esquerra de l'Eixample,289105,Rosselló,0090 0092,Tuesday,2023,12,December,5,8,Morning,No és causa del  vianant,Motorcycle,SYMPHONY 125 SR E5,SYM,White,B,14,429022.74,4582340.24,2.149938125,41.387613759,2023-12-05 08:00:00
2023S001376    ,2,Eixample,9,la Nova Esquerra de l'Eixample,289105,Rosselló,0106 0106,Thursday,2023,3,March,9,9,Morning,No és causa del  vianant,Car,TOYOTA PRIUS PLUS,TOYOTA,Black/Yellow,B,28,429073.81,4582402.87,2.150541557,41.388182352,2023-03-09 09:00:00
2023S001588    ,2,Eixample,9,la Nova Esquerra de l'Eixample,320704,Sarrià,0017 0017,Monday,2023,3,March,20,9,Morning,No és causa del  vianant,Rigid truck <= 3.5 tons,AD260SY/PSCNG,TALLERES JOFRAUTO,White,C,17,428772.16,4582594.0,2.146911477,41.389877123,2023-03-20 09:00:00
2023S003855    ,2,Eixample,9,la Nova Esquerra de l'Eixample,320704,Sarrià,0043 0043,Tuesday,2023,6,June,27,13,Morning,No és causa del  vianant,Van,PRIMASTAR,NISSAN,White,B,36,428532.84,4582644.74,2.14404326,41.390312879,2023-06-27 13:00:00
2023S004487    ,2,Eixample,9,la Nova Esquerra de l'Eixample,331507,Tarragona,0068U0068U,Monday,2023,7,July,24,15,Afternoon,No és causa del  vianant,Bus,URBINO 12 HYBRID,SOLARIS,Yellow,D,1,428933.64,4581033.69,2.149025852,41.375838237,2023-07-24 15:00:00
2023S000592    ,2,Eixample,9,la Nova Esquerra de l'Eixample,331507,Tarragona,0068U0068U,Tuesday,2023,1,January,31,9,Morning,No és causa del  vianant,Motorcycle,SH125AD,HONDA,Black,B,29,428874.56,4581023.67,2.148320592,41.375742768,2023-01-31 09:00:00
2023S000485    ,2,Eixample,9,la Nova Esquerra de l'Eixample,331507,Tarragona,0068U0068U,Wednesday,2023,1,January,25,16,Afternoon,No és causa del  vianant,Motorcycle,NT 700 V,HONDA,granate,A,37,428946.59,4580996.25,2.14918509,41.375502172,2023-01-25 16:00:00
2023S007563    ,2,Eixample,9,la Nova Esquerra de l'Eixample,331507,Tarragona,0074 0076,Wednesday,2023,12,December,20,15,Afternoon,No és causa del  vianant,Motorcycle,ANC 125,HONDA,White,B,15,428769.74,4581177.12,2.147049191,41.377115564,2023-12-20 15:00:00
2023S000828    ,2,Eixample,9,la Nova Esquerra de l'Eixample,331507,Tarragona,0074 0076,Friday,2023,2,February,10,21,Afternoon,No és causa del  vianant,Motorcycle,MTM125,YAMAHA,Gray,B,4,428769.74,4581177.12,2.147049191,41.377115564,2023-02-10 21:00:00
2023S001259    ,2,Eixample,9,la Nova Esquerra de l'Eixample,331507,Tarragona,0074 0076,Friday,2023,3,March,3,17,Afternoon,No és causa del  vianant,Bus,LION'S CITY GNC,MAN,Red,D,8,428769.74,4581177.12,2.147049191,41.377115564,2023-03-03 17:00:00
2023S006307    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0071 0071,Wednesday,2023,10,October,25,14,Afternoon,No és causa del  vianant,Van,TRANSPORTER,VOLKSWAGEN,White,B,37,429634.84,4581829.77,2.157317825,41.383069929,2023-10-25 14:00:00
2023S006335    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0097 0097,Thursday,2023,10,October,26,15,Afternoon,No és causa del  vianant,Bicycle, ,SWAPFIETS,Unknown,B,19,429541.26,4581925.8,2.156187564,41.383926645,2023-10-26 15:00:00
2023S000123    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0111B0111B,Sunday,2023,1,January,8,0,Night,No és causa del  vianant,Car,TIGUAN,VOLKSWAGEN,White,B,27,429447.81,4582020.17,2.155059021,41.38476841,2023-01-08 00:00:00
