Case_Number,District_Code,District_Name,Neighborhood_Code,Neighborhood_Name,Street_Code,Street_Name,Postal_Code,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Shift_Description,Hour_of_Day,Pedestrian_Cause_Description,Involved_Vehicle_Type,Gender_Description,Age,Person_Type_Description,Pedestrian_Accident_Location_Description,Pedestrian_Movement_Reason_Description,Driver_Movement_Reason_Description,Victimization_Description,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude
2023S000101    ,7,Horta-Guinardó,33,el Baix Guinardó,169704,Josep Ciurana,0026 0026,Friday,2023,1,January,6,Afternoon,16,No és causa del  vianant,Motorcycle,Man,76,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,430576.15,4585289.45,2.168177696,41.414311972
2023S000103    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",240707,Palau,0019 0019,Friday,2023,1,January,6,Afternoon,18,No és causa del  vianant,Autobús articulat,Woman,64,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431867.0,4581697.48,2.184026403,41.382070669
2023S000104    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,0155 0155,Friday,2023,1,January,6,Afternoon,19,No és causa del  vianant,Motorcycle,Man,22,Driver,Desconegut                                                                                                                                            ,Unknown,Altres activitats,Minor injury: Hospitalization up to 24 hours,432136.49,4585039.63,2.186874308,41.412195273
2023S000105    ,6,Gràcia,29,el Coll,299801,Sant Eudald,0057 0057,Friday,2023,1,January,6,Afternoon,19,No és causa del  vianant,Motorcycle,Man,55,Driver,Desconegut                                                                                                                                            ,Unknown,Altres activitats,Minor injury: Hospitalization up to 24 hours,428857.75,4585395.36,2.14760571,41.415115496
2023S000106    ,3,Sants-Montjuïc,15,Hostafrancs,114000,Espanya,0006 0008,Friday,2023,1,January,6,Morning,10,No és causa del  vianant,Bus,Woman,44,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428875.86,4580985.95,2.148340565,41.375403152
2023S000107    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,194406,Maragall,0270 0270,Friday,2023,1,January,6,Afternoon,21,No és causa del  vianant,Bicicleta,Man,30,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,430856.53,4586685.67,2.171372556,41.426911423
2023S000108    ,1,Ciutat Vella,1,el Raval,701349,Drassanes,0001 0001,Saturday,2023,1,January,7,Night,0,No és causa del  vianant,Motorcycle,Woman,26,Passenger,Fora del pas                                                                                                                                          ,Unknown,Unknown,Minor injury: Medical assistance at accident site,431213.91,4580892.22,2.176307867,41.374762308
2023S000108    ,1,Ciutat Vella,1,el Raval,701349,Drassanes,0001 0001,Saturday,2023,1,January,7,Night,0,No és causa del  vianant,Motorcycle,Man,52,Pedestrian,Fora del pas                                                                                                                                          ,En missió,Unknown,Minor injury: Hospitalization up to 24 hours,431213.91,4580892.22,2.176307867,41.374762308
2023S000109    ,2,Eixample,6,la Sagrada Família,73900,Castillejos,0240B0240B,Friday,2023,1,January,6,Night,23,No és causa del  vianant,Bicicleta,Man,20,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431555.53,4584270.88,2.180010678,41.405222088
2023S000109    ,2,Eixample,6,la Sagrada Família,73900,Castillejos,0240B0240B,Friday,2023,1,January,6,Night,23,No és causa del  vianant,Motorcycle,Woman,27,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431555.53,4584270.88,2.180010678,41.405222088
2023S000110    ,3,Sants-Montjuïc,11,el Poble-sec,284101,Rius i Taulet,0007 0007,Saturday,2023,1,January,7,Morning,9,No és causa del  vianant,Bicicleta,Man,64,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,429204.57,4580586.97,2.152317636,41.371838667
2023S000111    ,2,Eixample,7,la Dreta de l'Eixample,31300,Bailèn,0096 0096,Saturday,2023,1,January,7,Morning,10,Desobeir el senyal del semàfor,Car,Woman,87,Pedestrian,En pas regulat per semàfor                                                                                                                            ,Oci i entreteniment,Unknown,Minor injury: Hospitalization up to 24 hours,430786.4,4583330.2,2.170917388,41.396683796
2023S000112    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes,0215 0215,Saturday,2023,1,January,7,Morning,11,No és causa del  vianant,Motorcycle,Woman,51,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429141.97,4583551.47,2.151222258,41.398533396
2023S000112    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes,0215 0215,Saturday,2023,1,January,7,Morning,11,No és causa del  vianant,Motorcycle,Woman,52,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,429141.97,4583551.47,2.151222258,41.398533396
2023S000113    ,8,Nou Barris,45,Porta,7600,Alcúdia,0101 0101,Saturday,2023,1,January,7,Morning,11,No és causa del  vianant,Veh. mobilitat personal amb motor,Man,29,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431264.28,4587918.05,2.176111757,41.438046043
2023S000114    ,9,Sant Andreu,57,la Trinitat Vella,701502,B-20 (Besòs),001640000,Saturday,2023,1,January,7,Morning,13,No és causa del  vianant,Motorcycle,Woman,51,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433118.62,4589134.87,2.19817121,41.449162226
2023S000115    ,2,Eixample,9,la Nova Esquerra de l'Eixample,289105,Rosselló,0068 0070,Saturday,2023,1,January,7,Afternoon,15,No és causa del  vianant,Motorcycle,Man,25,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Hospitalization up to 24 hours,428882.97,4582216.76,2.148281059,41.386489266
2023S000116    ,4,Les Corts,21,Pedralbes,336908,Tòquio,0009I0009I,Saturday,2023,1,January,7,Afternoon,16,No és causa del  vianant,Veh. mobilitat personal amb motor,Man,34,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Hospitalization up to 24 hours,426428.1,4582820.21,2.118849551,41.391703394
2023S000117    ,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,0007X0007X,Saturday,2023,1,January,7,Morning,11,No és causa del  vianant,Car,Woman,34,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432308.88,4588633.5,2.188534153,41.444578645
2023S000117    ,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,0007X0007X,Saturday,2023,1,January,7,Morning,11,No és causa del  vianant,Car,Woman,60,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432308.88,4588633.5,2.188534153,41.444578645
2023S000117    ,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,0007X0007X,Saturday,2023,1,January,7,Morning,11,No és causa del  vianant,Car,Woman,63,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432308.88,4588633.5,2.188534153,41.444578645
2023S000117    ,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,0007X0007X,Saturday,2023,1,January,7,Morning,11,No és causa del  vianant,Car,Man,65,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,432308.88,4588633.5,2.188534153,41.444578645
2023S000119    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,111704,Escòcia,0053 0061,Saturday,2023,1,January,7,Afternoon,14,No és causa del  vianant,Bus,Woman,68,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431642.4,4586873.46,2.180755604,41.428670082
2023S000120    ,9,Sant Andreu,57,la Trinitat Vella,120807,Favència,0443 0443,Saturday,2023,1,January,7,Afternoon,17,No és causa del  vianant,"Camió rígid > 3,5 tones",Man,34,Driver,Desconegut                                                                                                                                            ,Unknown,En missió,Minor injury: Hospitalization up to 24 hours,432696.87,4588930.56,2.193145279,41.447286803
2023S000121    ,3,Sants-Montjuïc,18,Sants,30602,Badal,0112 0114,Saturday,2023,1,January,7,Afternoon,20,No és causa del  vianant,Motorcycle,Man,34,Driver,Desconegut                                                                                                                                            ,Unknown,Altres activitats,Minor injury: Hospitalization up to 24 hours,427518.76,4580549.61,2.132165705,41.371352046
2023S000122    ,2,Eixample,10,Sant Antoni,323203,Sepúlveda,0186 0186,Saturday,2023,1,January,7,Night,23,No és causa del  vianant,Motorcycle,Man,30,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,430127.51,4581900.31,2.163201348,41.383748223
2023S000123    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0111B0111B,Sunday,2023,1,January,8,Night,0,No és causa del  vianant,Veh. mobilitat personal amb motor,Man,24,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429447.81,4582020.17,2.155059021,41.38476841
2023S000124    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0021 0021,Sunday,2023,1,January,8,Night,4,No és causa del  vianant,Ciclomotor,Woman,27,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Medical assistance at accident site,432301.89,4582921.06,2.189090234,41.393127869
2023S000125    ,2,Eixample,7,la Dreta de l'Eixample,176801,Roger de Llúria,0035 0035,Sunday,2023,1,January,8,Morning,6,No és causa del  vianant,Car,Man,44,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,430699.37,4582830.18,2.169933661,41.392172773
2023S000127    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0296 0296,Sunday,2023,1,January,8,Morning,12,No és causa del  vianant,Car,Man,59,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,431112.13,4584555.74,2.174673956,41.407749836
2023S000128    ,4,Les Corts,21,Pedralbes,102500,Doctor Joaquín Albarrán,0002V0002V,Sunday,2023,1,January,8,Morning,13,No és causa del  vianant,Motorcycle,Woman,28,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,425534.86,4582570.14,2.108197105,41.389368878
2023S000129    ,2,Eixample,10,Sant Antoni,198804,Paral·lel,0206 0206,Sunday,2023,1,January,8,Morning,12,No és causa del  vianant,Autobús articulat,Woman,66,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428989.31,4580940.29,2.149702461,41.375001931
2023S000130    ,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó,0118 0118,Sunday,2023,1,January,8,Morning,13,Desobeir el senyal del semàfor,Bicicleta,Man,37,Driver,Desconegut                                                                                                                                            ,Unknown,Altres activitats,Minor injury: Hospitalization up to 24 hours,431107.92,4585559.27,2.17450926,41.416787938
2023S000131    ,3,Sants-Montjuïc,11,el Poble-sec,124706,Ferrocarrils Catalans,0006 0006,Sunday,2023,1,January,8,Afternoon,14,No és causa del  vianant,Motorcycle,Man,26,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428456.64,4579261.0,2.143531495,41.359829919
2023S000132    ,3,Sants-Montjuïc,18,Sants,280701,Rei Martí,0021 0021,Sunday,2023,1,January,8,Afternoon,16,No és causa del  vianant,Bicicleta,Man,49,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,428116.8,4580836.81,2.139282049,41.373992419
2023S000133    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,0117B0117B,Sunday,2023,1,January,8,Afternoon,18,No és causa del  vianant,Car,Woman,23,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432131.07,4584631.66,2.186855248,41.408520352
2023S000134    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,Aribau,0140 0140,Sunday,2023,1,January,8,Afternoon,19,No és causa del  vianant,Ciclomotor,Man,30,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,429457.79,4582778.44,2.155090022,41.391598768
2023S000136    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",240707,Palau,9999 9999,Monday,2023,1,January,9,Night,0,No és causa del  vianant,Ciclomotor,Man,41,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431761.44,4581819.84,2.182750274,41.383163781
2023S000137    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),0014S0000,Monday,2023,1,January,9,Morning,9,No és causa del  vianant,Car,Man,32,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Refused medical assistance,429359.74,4578350.94,2.154433479,41.351713051
2023S000138    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701267,Dalt (Besòs),000820000,Monday,2023,1,January,9,Morning,7,No és causa del  vianant,Car,Woman,33,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,426911.54,4584758.15,2.124397455,41.409201689
2023S000139    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,297001,Sant Antoni Maria Claret,0015 0015,Monday,2023,1,January,9,Morning,8,No és causa del  vianant,Motorcycle,Man,45,Driver,Desconegut                                                                                                                                            ,Unknown,Altres activitats,Minor injury: Refused medical assistance,430262.87,4584113.34,2.164565108,41.40369202
2023S000140    ,4,Les Corts,19,les Corts,701433,Mig (Ascendent),000190000,Monday,2023,1,January,9,Morning,13,No és causa del  vianant,Motorcycle,Man,21,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427191.1,4581776.77,2.128100585,41.382375016
2023S000140    ,4,Les Corts,19,les Corts,701433,Mig (Ascendent),000190000,Monday,2023,1,January,9,Morning,13,No és causa del  vianant,Motorcycle,Man,36,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427191.1,4581776.77,2.128100585,41.382375016
2023S000141    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,0262 0262,Monday,2023,1,January,9,Morning,10,No és causa del  vianant,Veh. mobilitat personal amb motor,Man,16,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428792.93,4582690.14,2.147148575,41.390744861
2023S000142    ,2,Eixample,10,Sant Antoni,285807,Rocafort,0057 0059,Monday,2023,1,January,9,Morning,10,No és causa del  vianant,Motorcycle,Man,87,Pedestrian,En pas regulat per semàfor                                                                                                                            ,Unknown,Unknown,Minor injury: Refused medical assistance,429460.63,4581243.7,2.155302769,41.377776122
2023S000143    ,1,Ciutat Vella,1,el Raval,140203,Drassanes,0010 0012,Monday,2023,1,January,9,Afternoon,15,No és causa del  vianant,Motorcycle,Man,58,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,431043.27,4581103.5,2.174243448,41.376650638
2023S000144    ,1,Ciutat Vella,1,el Raval,296508,Sant Antoni,0086 0086,Monday,2023,1,January,9,Afternoon,14,No és causa del  vianant,Veh. mobilitat personal amb motor,Woman,17,Driver,Desconegut                                                                                                                                            ,Unknown,En missió,Minor injury: Medical assistance at accident site,430193.6,4581913.96,2.163990129,41.383876905
2023S000145    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,180208,Londres,0059 0059,Monday,2023,1,January,9,Afternoon,16,No és causa del  vianant,Car,Woman,77,Pedestrian,En pas regulat per semàfor                                                                                                                            ,Oci i entreteniment,Unknown,Minor injury: Medical assistance at accident site,428889.04,4582784.58,2.148286957,41.391603956
2023S000146    ,9,Sant Andreu,61,la Sagrera,209900,Meridiana,0324 0324,Monday,2023,1,January,9,Afternoon,14,No és causa del  vianant,Motorcycle,Woman,51,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Medical assistance at accident site,432067.15,4586467.27,2.185884284,41.425047717
2023S000147    ,10,Sant Martí,68,el Poblenou,30500,Badajoz,0038 0038,Monday,2023,1,January,9,Afternoon,16,No és causa del  vianant,Bus,Man,3,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433123.81,4583248.94,2.198884647,41.39614981
2023S000148    ,1,Ciutat Vella,1,el Raval,308709,Sant Pau,0056 0072,Monday,2023,1,January,9,Afternoon,18,No és causa del  vianant,Motorcycle,Man,36,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,430183.08,4581247.36,2.163941165,41.377872129
2023S000148    ,1,Ciutat Vella,1,el Raval,308709,Sant Pau,0056 0072,Monday,2023,1,January,9,Afternoon,18,No és causa del  vianant,Motorcycle,Man,37,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Medical assistance at accident site,430183.08,4581247.36,2.163941165,41.377872129
2023S000149    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,0210 0210,Monday,2023,1,January,9,Afternoon,17,No és causa del  vianant,Veh. mobilitat personal amb motor,Woman,38,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429079.89,4582972.71,2.150547513,41.393315237
2023S000150    ,4,Les Corts,20,la Maternitat i Sant Ramon,102306,Doctor Marañón,0027 0031,Monday,2023,1,January,9,Afternoon,17,No és causa del  vianant,Bus,Woman,70,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,425852.58,4582020.45,2.112064233,41.384447427
2023S000151    ,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,0486 0486,Monday,2023,1,January,9,Afternoon,19,No és causa del  vianant,Motorcycle,Man,48,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Medical assistance at accident site,431979.73,4587694.86,2.184699963,41.436096807
2023S000152    ,3,Sants-Montjuïc,11,el Poble-sec,43502,Blesa,0002 0002,Monday,2023,1,January,9,Afternoon,19,No és causa del  vianant,Motorcycle,Man,47,Driver,Desconegut                                                                                                                                            ,Unknown,Altres activitats,Minor injury: Medical assistance at accident site,430630.8,4580566.74,2.1693728,41.371780721
2023S000152    ,3,Sants-Montjuïc,11,el Poble-sec,43502,Blesa,0002 0002,Monday,2023,1,January,9,Afternoon,19,No és causa del  vianant,Motorcycle,Woman,13,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,430630.8,4580566.74,2.1693728,41.371780721
2023S000153    ,4,Les Corts,20,la Maternitat i Sant Ramon,285002,Sabino Arana,0060X0060X,Monday,2023,1,January,9,Afternoon,19,No és causa del  vianant,Motorcycle,Woman,23,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,426781.27,4582269.48,2.123140103,41.386775442
2023S000153    ,4,Les Corts,20,la Maternitat i Sant Ramon,285002,Sabino Arana,0060X0060X,Monday,2023,1,January,9,Afternoon,19,No és causa del  vianant,Motorcycle,Woman,25,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,426781.27,4582269.48,2.123140103,41.386775442
2023S000154    ,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0171 0171,Monday,2023,1,January,9,Afternoon,19,Creuar per fora pas de vianants,Veh. mobilitat personal amb motor,Man,15,Pedestrian,Altres                                                                                                                                                ,Oci i entreteniment,Unknown,Minor injury: Refused medical assistance,430272.35,4583649.16,2.164732007,41.399512129
2023S000154    ,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0171 0171,Monday,2023,1,January,9,Afternoon,19,Creuar per fora pas de vianants,Veh. mobilitat personal amb motor,Man,27,Driver,Altres                                                                                                                                                ,Unknown,In itínere,Minor injury: Hospitalization up to 24 hours,430272.35,4583649.16,2.164732007,41.399512129
2023S000155    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,0689 0701,Tuesday,2023,1,January,10,Morning,8,No és causa del  vianant,Motorcycle,Man,31,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Medical assistance at accident site,425238.83,4581781.81,2.10475403,41.382241273
2023S000156    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701268,Dalt (Llobregat),000920000,Tuesday,2023,1,January,10,Night,0,No és causa del  vianant,Car,Man,38,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427714.16,4585334.95,2.133930518,41.414469302
2023S000156    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701268,Dalt (Llobregat),000920000,Tuesday,2023,1,January,10,Night,0,No és causa del  vianant,Taxi,Man,60,Driver,Desconegut                                                                                                                                            ,Unknown,Taxi,Minor injury: Medical assistance at accident site,427714.16,4585334.95,2.133930518,41.414469302
2023S000157    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,0167 0167,Tuesday,2023,1,January,10,Morning,10,No és causa del  vianant,Motorcycle,Man,36,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Refused medical assistance,429266.59,4582781.43,2.152802887,41.391608896
2023S000157    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,0167 0167,Tuesday,2023,1,January,10,Morning,10,No és causa del  vianant,Motorcycle,Man,61,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Medical assistance at accident site,429266.59,4582781.43,2.152802887,41.391608896
2023S000158    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes,0287 0287,Tuesday,2023,1,January,10,Morning,11,No és causa del  vianant,Bicicleta,Man,47,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Medical assistance at accident site,428849.76,4583823.42,2.14769503,41.400956931
2023S000159    ,10,Sant Martí,70,el Besòs i el Maresme,186703,Llull,0406 0410,Tuesday,2023,1,January,10,Morning,8,No és causa del  vianant,Taxi,Man,40,Pedestrian,En pas regulat per semàfor                                                                                                                            ,"Servei de neteja, recollida d'escombraries",Unknown,Minor injury: Refused medical assistance,434701.03,4585065.69,2.217553955,41.41264257
2023S000160    ,7,Horta-Guinardó,43,Horta,97807,Dante Alighieri,0021 0021,Tuesday,2023,1,January,10,Morning,12,No és causa del  vianant,Motorcycle,Woman,42,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429974.97,4586911.46,2.160797037,41.42886862
2023S000161    ,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,020750000,Tuesday,2023,1,January,10,Morning,13,No és causa del  vianant,Ciclomotor,Man,35,Driver,Desconegut                                                                                                                                            ,Unknown,In itínere,Minor injury: Hospitalization up to 24 hours,433372.35,4585277.86,2.201633992,41.41444441
2023S000163    ,2,Eixample,10,Sant Antoni,349706,Comte d'Urgell,0012 0012,Tuesday,2023,1,January,10,Afternoon,14,No és causa del  vianant,Motorcycle,Man,43,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,430029.45,4581426.92,2.162083363,41.379476019
2023S000164    ,9,Sant Andreu,60,Sant Andreu,322007,Segre,0024 0024,Tuesday,2023,1,January,10,Afternoon,15,No és causa del  vianant,Motorcycle,Woman,37,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432565.83,4587601.4,2.191725107,41.435304503
2023S000165    ,8,Nou Barris,53,la Trinitat Nova,291300,S'Agaró,0010X0010X,Tuesday,2023,1,January,10,Afternoon,16,No és causa del  vianant,Motorcycle,Man,27,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,432186.46,4588963.92,2.187031666,41.447544283
2023S000166    ,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,0281B0281B,Tuesday,2023,1,January,10,Afternoon,15,No és causa del  vianant,Motorcycle,Woman,45,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,430134.59,4583421.81,2.163110418,41.397452499
2023S000166    ,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,0281B0281B,Tuesday,2023,1,January,10,Afternoon,15,No és causa del  vianant,Motorcycle,Man,47,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Medical assistance at accident site,430134.59,4583421.81,2.163110418,41.397452499
2023S000167    ,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0061B0061B,Tuesday,2023,1,January,10,Afternoon,15,No és causa del  vianant,Motorcycle,Man,48,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428600.61,4582312.9,2.144892918,41.387330139
2023S000168    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,0567 0567,Tuesday,2023,1,January,10,Afternoon,16,No és causa del  vianant,Motorcycle,Man,27,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,430022.39,4581966.19,2.16193663,41.384332442
2023S000169    ,10,Sant Martí,65,el Clot,191204,Mallorca,0622 0624,Tuesday,2023,1,January,10,Afternoon,16,No és causa del  vianant,Motorcycle,Woman,12,Passenger,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432182.73,4585056.14,2.187425675,41.412347879
2023S000169    ,10,Sant Martí,65,el Clot,191204,Mallorca,0622 0624,Tuesday,2023,1,January,10,Afternoon,16,No és causa del  vianant,Motorcycle,Man,42,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Medical assistance at accident site,432182.73,4585056.14,2.187425675,41.412347879
2023S000171    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0389 0389,Tuesday,2023,1,January,10,Afternoon,18,No és causa del  vianant,Motorcycle,Man,53,Driver,Desconegut                                                                                                                                            ,Unknown,Unknown,Minor injury: Refused medical assistance,429676.49,4583244.7,2.157651543,41.395817376
2023S000172    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,194406,Maragall,0052 0054,Tuesday,2023,1,January,10,Afternoon,17,Desobeir el senyal del semàfor,Furgoneta,Woman,61,Pedestrian,En pas regulat per semàfor                                                                                                                            ,Unknown,Unknown,Minor injury: Medical assistance at accident site,431603.55,4585443.43,2.180452515,41.415786967
2023S000173    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,113007,Escoles Pies,0014 0014,Tuesday,2023,1,January,10,Afternoon,21,No és causa del  vianant,Motorcycle,Man,50,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,427819.41,4583268.09,2.135436381,41.395863407
2023S000174    ,5,Sarrià-Sant Gervasi,23,Sarrià,193108,Manuel Girona,0077 0077,Tuesday,2023,1,January,10,Afternoon,17,No és causa del  vianant,Motorcycle,Man,48,Driver,Desconegut                                                                                                                                            ,Unknown,Oci i entreteniment,Minor injury: Hospitalization up to 24 hours,427354.25,4582900.13,2.129916817,41.392507432
